artist_name,track_name,album_name,artist_genres,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Kuwada,Cherry Cola,Cherry Cola,['Kuwada'],44uCMdE6RWnkOFYTtbmUUc,67,0.764,0.777,184360,0.635,2.25e-06,5,0.155,-6.3229999999999995,0,0.0392,138.04,4,0.653
KYLE,iSpy (feat. Lil Yachty),Light of Mine,"['KYLE', ['pop', 'pop rap', 'rap'], ['pop', 'pop rap'], ['neo-classical'], ['alternative r&b', 'deep pop r&b', 'indie r&b', 'neo r&b', 'r&b', 'trap soul'], ['horror synth', 'soundtrack'], ['otacore', 'scorecore'], ['outlaw country', 'red dirt', 'texas country'], ['comedy', 'comic']]",6xbraxG0bSBOuAr5IUXmtM,67,0.384,0.723,252240,0.654,0.0,0,0.384,-6.82,1,0.298,149.94899999999998,4,0.675
MKTO,How Can I Forget,How Can I Forget,"['MKTO', ['australian pop', 'dance pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'viral pop']]",0ibG3XCJ32Qq9maUY4AViR,70,0.69,0.7959999999999999,177141,0.53,0.0,8,0.0646,-5.9670000000000005,1,0.0558,105.031,4,0.754
XXXTENTACION,"ALONE, PART 3",?,"['XXXTENTACION', ['emo rap', 'miami hip hop']]",2oe6dDthgthqUkfL3czpEd,69,0.883,0.61,109986,0.258,0.0145,0,0.10300000000000001,-12.758,1,0.0331,127.08,4,0.16399999999999998
Global Dan,Dark Out,Dark Out,"['Global Dan', ['emo rap', 'underground hip hop', 'vapor trap']]",1A8r8fxWqHbK56gvBy3fTQ,66,0.02,0.57,180016,0.703,0.0,6,0.0795,-7.562,1,0.222,160.036,4,0.27
Drake,That’s How You Feel,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",41a7dZcq30Ss5kPMayWRV0,67,0.11699999999999999,0.85,157605,0.473,0.0105,10,0.10800000000000001,-5.747000000000001,0,0.209,85.454,4,0.38
LANY,Malibu Nights,Malibu Nights,"['LANY', ['la pop', 'pop'], ['belgian edm']]",0Eqg0CQ7bK3RQIMPw1A7pl,73,0.701,0.5589999999999999,286928,0.42200000000000004,1.99e-06,11,0.0853,-11.89,1,0.195,74.002,4,0.191
Aminé,SHINE,ONEPOINTFIVE,"['Aminé', ['hip hop', 'pop', 'pop rap', 'portland hip hop', 'rap'], ['brazilian edm', 'deep disco house', 'deep groove house', 'house'], ['brazilian edm'], ['francoton', 'french pop'], ['rai']]",1OWGLpptXlHLw1yibeHiHa,67,0.314,0.7040000000000001,150000,0.517,6.36e-06,5,0.174,-7.999,0,0.312,139.857,4,0.44299999999999995
Summer Walker,CPR,Last Day Of Summer,"['Summer Walker', ['alternative r&b', 'deep pop r&b', 'indie r&b', 'pop', 'r&b']]",5Tp4UJvnsF4Zd05k0zXUte,67,0.637,0.693,203240,0.369,0.00335,7,0.0951,-12.683,0,0.175,140.148,4,0.141
Scotty McCreery,Five More Minutes,Seasons Change,"['Scotty McCreery', ['contemporary country', 'country', 'country road', 'modern country rock']]",1eFrhAmzoQnTlwvnqvLt7D,64,0.257,0.496,241147,0.632,1.07e-06,7,0.109,-4.933,1,0.0282,156.034,4,0.278
Nicki Minaj,Barbie Dreams,Queen,"['Nicki Minaj', ['dance pop', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b']]",6Poyf51k7W3NKnsGwAI90B,68,0.313,0.855,279867,0.787,0.0,8,0.19399999999999998,-4.1339999999999995,0,0.33399999999999996,88.00299999999999,4,0.7020000000000001
Young Thug,Anybody (feat. Nicki Minaj),Hear No Evil,"['Young Thug', ['atl hip hop', 'atl trap', 'gangster rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",5I30ByMf5nhgbSokY1EZiN,67,0.0381,0.9009999999999999,254947,0.47200000000000003,0.0,11,0.11,-8.416,0,0.19399999999999998,120.0,4,0.479
Shakira,Clandestino,Clandestino,"['Shakira', ['colombian pop', 'dance pop', 'latin', 'latin pop', 'mexican pop', 'pop']]",7DrluKkTviBwCc8AV3VGmf,77,0.39,0.7659999999999999,231921,0.8220000000000001,3.37e-05,1,0.349,-4.126,0,0.16,165.842,4,0.8809999999999999
Lauv,Enemies,I met you when I was 18. (the playlist),"['Lauv', ['dance pop', 'pop', 'post-teen pop']]",3JJYIoJ5FyY9E0DGjr7SXF,71,0.175,0.696,194755,0.693,0.0,3,0.122,-4.64,1,0.044000000000000004,126.025,4,0.601
Loote,Your Side Of The Bed,single.,"['Loote', ['dance pop', 'electropop', 'indie cafe pop', 'indie poptimism', 'nyc pop', 'pop', 'pop edm', 'post-teen pop', 'tropical house', 'uk pop']]",3PWKPX3YJAHBL8JozsWTMC,69,0.0649,0.7809999999999999,197147,0.742,0.0,8,0.293,-4.978,1,0.0296,109.915,4,0.91
Migos,BBO (Bad Bitches Only),Culture II,"['Migos', ['atl hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",4BHzHISX21PYwGXiBEUQ70,66,0.044000000000000004,0.804,251859,0.774,1.38e-06,4,0.217,-5.79,0,0.0638,161.955,4,0.493
Cole Swindell,Love You Too Late,All of It,"['Cole Swindell', ['contemporary country', 'country', 'country road', 'modern country rock']]",52MNypbTWiwybwzhXvsPk5,64,0.0011099999999999999,0.542,204720,0.797,0.0,9,0.0906,-4.45,0,0.0379,113.95,4,0.593
ZAYN,Good Years,Icarus Falls,"['ZAYN', ['dance pop', 'pop', 'post-teen pop']]",1V1NpX9DlBb9koXof9nIBF,73,0.55,0.638,180120,0.41100000000000003,0.0,2,0.141,-5.979,1,0.042,96.969,4,0.158
HoodRich Pablo Juan,We Don't Luv Em (Remix),We Don't Luv Em (Remix),"['HoodRich Pablo Juan', ['atl hip hop', 'atl trap', 'detroit trap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop', 'vapor trap']]",2Y43TDqgnRgVZA7RxtxEV1,65,0.293,0.8959999999999999,193776,0.615,0.0,6,0.122,-9.326,0,0.326,140.04,4,0.89
Thutmose,Memories,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),"['Thutmose', ['trap soul', 'underground hip hop']]",2CWOMDYFK4Ef3867nEhnVM,68,0.0519,0.5670000000000001,199147,0.6509999999999999,0.0,5,0.183,-7.146,0,0.0554,93.98899999999999,4,0.519
Panic! At The Disco,(Fuck A) Silver Lining,Pray For The Wicked,"['Panic! At The Disco', ['emo', 'modern rock', 'pop punk']]",3BDxv4ORzOpXAsa4lWVl4i,67,0.0272,0.5770000000000001,168613,0.9390000000000001,0.0,1,0.24,-1.3519999999999999,0,0.10800000000000001,105.09200000000001,4,0.7140000000000001
KIDS SEE GHOSTS,Cudi Montage,KIDS SEE GHOSTS,"['KIDS SEE GHOSTS', ['hip hop', 'pop rap', 'rap', 'underground hip hop']]",4kUZvXB3LC3an3HX6h0s17,67,0.401,0.7290000000000001,197001,0.504,1.44e-06,8,0.121,-6.784,0,0.0321,110.01100000000001,4,0.305
Lil Wayne,Can't Be Broken,Tha Carter V,"['Lil Wayne', ['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']]",5cGpjfgAvidLy6znwkCxkP,65,0.121,0.578,193243,0.5770000000000001,0.0,2,0.086,-5.997000000000001,0,0.20199999999999999,99.288,5,0.154
Jaden,SOHO,The Sunset Tapes: A Cool Tape Story,"['Jaden', ['hip hop', 'pop', 'pop rap', 'rap', 'trap music'], ['uk house']]",0gf2y5doKjsYaZJJZif4vz,69,0.342,0.547,208493,0.596,0.335,8,0.14800000000000002,-7.744,0,0.192,159.985,4,0.368
YoungBoy Never Broke Again,Overdose,Until Death Call My Name Reloaded,"['YoungBoy Never Broke Again', ['southern hip hop', 'trap music']]",3A1BaBGT3HgzuDrV9pgX9v,63,0.22399999999999998,0.809,176990,0.845,0.0,10,0.638,-5.843,0,0.35200000000000004,90.015,4,0.67
Lil Peep,Runaway,"Come Over When You're Sober, Pt. 2","['Lil Peep', ['emo rap', 'lgbtq+ hip hop']]",1FBi1YWCAxlRmfuUbMINqO,70,0.44,0.39899999999999997,192760,0.591,0.0616,6,0.446,-8.792,0,0.052000000000000005,79.892,3,0.175
Tee Grizzley,2 Vaults (feat. Lil Yachty),Activated,"['Tee Grizzley', ['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",5Zx9VpLotu9aFYqq61NAip,65,0.264,0.9209999999999999,210000,0.586,0.0,8,0.11900000000000001,-7.77,1,0.406,96.042,4,0.657
Nick Jonas,Right Now,Right Now,"['Nick Jonas', ['dance pop', 'pop', 'post-teen pop', 'r&b', 'viral pop'], ['post-teen pop']]",43wzy7JxMEfvCh8ZFeZKYk,75,0.0104,0.597,201680,0.7509999999999999,0.0,6,0.0912,-4.982,0,0.193,103.956,4,0.568
TK Kravitz,Ocean (feat. Jacquees),2.0,"['TK Kravitz', ['deep pop r&b', 'southern hip hop', 'trap music']]",2yI8omCrTAyrTcK7NRppu7,65,0.268,0.7090000000000001,219437,0.264,0.0,1,0.24,-17.695999999999998,0,0.18600000000000003,133.858,4,0.341
Bad Bunny,Tenemos Que Hablar,X 100PRE,"['Bad Bunny', ['reggaeton', 'trap latino']]",5VQpJ2AY2iMzrRZKgcvNjh,70,0.146,0.855,224512,0.512,0.0008539999999999999,11,0.107,-8.165,1,0.0534,146.075,4,0.14400000000000002
Anuel Aa,Brindemos,Real Hasta la Muerte,"['Anuel Aa', ['reggaeton flow', 'trap latino']]",5P8TXlZCMwru6DaMsIbbO3,72,0.308,0.812,216857,0.66,0.0,6,0.0617,-3.353,0,0.0854,140.048,4,0.358
$uicideBoy$,122 Days,I Want To Die In New Orleans,"['$uicideBoy$', ['dark trap', 'new orleans rap', 'underground hip hop']]",1ZKueMWFwl6qPxczBLqJII,67,0.395,0.763,184324,0.381,7.97e-06,6,0.568,-13.210999999999999,1,0.27899999999999997,130.968,4,0.0976
Lil Donald,Do Better,Do Better,"['Lil Donald', ['atl trap']]",4u81A6n7C0MonCyMx4lmMy,64,0.7140000000000001,0.802,206557,0.42,4.1e-06,5,0.11,-9.131,0,0.10099999999999999,130.119,4,0.603
Diplo,Wish - Trippie Mix,LIFE'S A TRIP,"['Diplo', ['bmore', 'edm', 'moombahton', 'ninja', 'pop']]",6IpvkngH89cA3hhPC84Leg,65,0.23199999999999998,0.561,176874,0.8320000000000001,0.0,9,0.107,-7.6610000000000005,1,0.0717,93.991,4,0.6659999999999999
Cautious Clay,Cold War,Blood Type,"['Cautious Clay', ['alternative r&b', 'electropop', 'indie r&b', 'nyc pop', 'vapor soul']]",6DwiGVCgXGREeCyJZtX7S1,66,0.27399999999999997,0.654,202597,0.47,0.249,1,0.10300000000000001,-10.383,0,0.0586,77.083,4,0.462
Walker McGuire,Mysteries of the World,Walker McGuire,"['Walker McGuire', ['contemporary country', 'country pop']]",4i03jcO0O06RWfddcDlQoO,65,0.10800000000000001,0.5479999999999999,219293,0.742,0.0,1,0.0852,-4.757,1,0.0287,143.966,4,0.35200000000000004
Lil Baby,I Am (Lil Baby & Gunna),Drip Harder,"['Lil Baby', ['atl hip hop', 'atl trap', 'rap', 'trap music']]",3F57PtOdqRpD6euFYqtKXX,65,0.348,0.8190000000000001,145060,0.48100000000000004,0.0,1,0.122,-6.67,1,0.415,129.97,4,0.27899999999999997
Shinedown,DEVIL,ATTENTION ATTENTION,"['Shinedown', ['alternative metal', 'nu metal', 'post-grunge', 'rap rock']]",2hEYslbdYWFSIA6JboUvnR,67,0.00039,0.354,207987,0.9420000000000001,6.36e-06,7,0.431,-3.245,1,0.237,119.992,4,0.242
070 Shake,Glitter,Glitter,"['070 Shake', ['new jersey rap', 'trap soul', 'underground hip hop']]",4DJ9ZxVFyv8AWdBmZnV0CN,66,0.557,0.672,256480,0.622,3.48e-06,4,0.0959,-10.107999999999999,0,0.14300000000000002,108.052,4,0.375
Madison Beer,Teenager in Love,As She Pleases,"['Madison Beer', ['dance pop', 'electropop', 'pop', 'post-teen pop', 'r&b']]",2IRH2r95UDqvlrrMOgOXjU,69,0.301,0.6729999999999999,214908,0.579,5.82e-06,0,0.0705,-5.398,1,0.0278,109.976,3,0.578
Tito Torbellino Jr,Bajo Perfil (feat. Tony Aguirre),Bajo Perfil (feat. Tony Aguirre),"['Tito Torbellino Jr', ['corrido', 'regional mexican pop']]",72SJOOWEKvpEubRZpxxfiv,67,0.512,0.7859999999999999,199627,0.667,0.0,7,0.19699999999999998,-7.733,1,0.0308,107.458,3,0.893
Meek Mill,What's Free (feat. Rick Ross & Jay Z),Championships,"['Meek Mill', ['hip hop', 'philly rap', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",4iQ5gmTAzWfK8JyFC2LBox,66,0.000322,0.511,362839,0.718,0.0,11,0.111,-6.292999999999999,0,0.40399999999999997,166.42,4,0.267
Drake,Summer Games,Scorpion,"['Drake', ['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap'], ['art rock', 'british folk', 'chamber pop', 'folk', 'folk rock', 'folk-pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'rock', 'singer-songwriter', 'slow core', 'traditional folk'], ['contemporary country', 'country pop'], ['post-teen pop'], ['la pop'], ['epicore', 'scorecore', 'soundtrack', 'video game music'], ['steel guitar']]",4HG1YiGBseVKzjyKcmAJen,67,0.47700000000000004,0.775,247893,0.48200000000000004,0.0456,1,0.11,-11.269,1,0.0357,136.016,4,0.134
Chance the Rapper,The Man Who Has Everything,The Man Who Has Everything,"['Chance the Rapper', ['chicago rap', 'conscious hip hop', 'hip hop', 'pop', 'pop rap', 'rap']]",3woRy7uxzl1lO2XO99oHsN,66,0.612,0.6859999999999999,218624,0.469,0.0,1,0.121,-9.065,1,0.29100000000000004,72.998,4,0.156
Wallows,These Days,Spring EP,"['Wallows', ['modern rock', 'pop']]",4gZDCOFuLCxCRWNhSEcOtJ,66,0.0398,0.655,202627,0.6679999999999999,0.0302,0,0.0759,-6.733,1,0.0272,93.00299999999999,4,0.867
Tee Grizzley,Jettski Grizzley (feat. Lil Pump),Activated,"['Tee Grizzley', ['detroit hip hop', 'detroit trap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",2VKf0WEOpq06JE5PTNr9wa,66,0.0966,0.875,163200,0.878,0.0,8,0.33299999999999996,-5.358,1,0.179,100.042,4,0.381
Selena Gomez,Back To You,13 Reasons Why (Season 2),"['Selena Gomez', ['dance pop', 'pop', 'post-teen pop'], ['dance pop', 'pop', 'post-teen pop', 'viral pop']]",514rhnksEwHUh6LxXsQ4Y9,73,0.0984,0.6,210240,0.6829999999999999,1.26e-06,6,0.11,-6.271,1,0.0493,102.036,4,0.494
Kris Kross Amsterdam,Whenever (feat. Conor Maynard),Whenever (feat. Conor Maynard),"['Kris Kross Amsterdam', ['dutch house', 'dutch pop', 'tropical house']]",3DGar7krWlmrXRFHBcQF6z,78,0.151,0.7340000000000001,163636,0.765,0.0,7,0.231,-5.562,1,0.0621,109.98899999999999,4,0.518
Maroon 5,Girls Like You,Red Pill Blues (Deluxe),"['Maroon 5', ['pop'], ['fake']]",6OEHjJJvdkk1Ln0p0AZdyz,65,0.5579999999999999,0.611,215230,0.462,1.01e-06,0,0.131,-7.053999999999999,1,0.0646,59.635,4,0.377
Conan Gray,Generation Why,Sunset Season,"['Conan Gray', ['bedroom pop', 'dance pop', 'indie cafe pop', 'pop']]",79e2GU4RLPjAqnijfvsXYr,67,0.34700000000000003,0.561,219680,0.684,2.93e-06,9,0.122,-8.235,1,0.0669,81.977,4,0.528
Jeremih,The Light,The Light,"['Jeremih', ['chicago rap', 'dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']]",3oCJJksC12uFxkt3RQ7rbV,68,0.0178,0.83,179653,0.5770000000000001,8.149999999999999e-05,4,0.0436,-5.156000000000001,0,0.256,92.973,4,0.63
Roddy Ricch,Ricch Forever,Ricch Forever,"['Roddy Ricch', ['rap', 'trap music']]",7LVxHqsJpqcVFqe5e1oYep,66,0.276,0.6990000000000001,267442,0.512,0.0,5,0.175,-8.965,0,0.256,79.012,4,0.212
Metro Boomin,Borrowed Love (feat. Swae Lee & WizKid),NOT ALL HEROES WEAR CAPES (Deluxe),"['Metro Boomin', ['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']]",0NA5xAtDra50d0Lfs2uvoh,68,0.44,0.52,230240,0.594,0.0,11,0.185,-8.81,0,0.462,129.216,5,0.39299999999999996
Lizzo,Fitness,Fitness,"['Lizzo', ['dance pop', 'escape room', 'minnesota hip hop', 'pop', 'trap queen']]",0FhBANnxcQBgD3tQ75WFAn,65,0.027000000000000003,0.879,156284,0.732,0.0,11,0.0656,-5.016,0,0.061,120.052,4,0.355
Lil Wayne,Dedicate,Tha Carter V,"['Lil Wayne', ['hip hop', 'new orleans rap', 'pop', 'pop rap', 'rap', 'trap music']]",0Y7di9ZCmB6Elad5WISaPc,65,0.033,0.879,189909,0.662,0.0,2,0.716,-6.162000000000001,1,0.309,117.975,4,0.723
Diplo,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2","Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) [from Deadpool 2]","['Diplo', ['bmore', 'edm', 'moombahton', 'ninja', 'pop']]",5mqzhMuUpvnMfwNz6iepmO,71,0.114,0.618,181720,0.845,0.0,2,0.415,0.175,1,0.132,171.921,4,0.486
YBN Nahmir,Rubbin Off The Paint,Rubbin Off The Paint,"['YBN Nahmir', ['rap', 'trap music', 'vapor trap']]",1QRJb5VY3sIkCKcTuIKCrk,66,0.0058200000000000005,0.596,157505,0.6990000000000001,0.0,1,0.174,-8.709,1,0.348,108.031,5,0.435
YG,SLAY (feat. Quavo),STAY DANGEROUS,"['YG', ['cali rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music'], ['drill'], ['baltimore hip hop']]",33NEAJosK5zyLY2D4OG7AE,66,0.0682,0.735,284693,0.44,0.0,10,0.33,-7.647,0,0.0469,87.985,4,0.239
Daddy Yankee,Dura - Remix,Dura (Remix),"['Daddy Yankee', ['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']]",6U2NuJILEOEpW2tVCuqKHb,74,0.188,0.772,242160,0.8029999999999999,0.0,1,0.434,-3.035,1,0.0468,94.98100000000001,4,0.853
Conan Gray,Idle Town,Sunset Season,"['Conan Gray', ['bedroom pop', 'dance pop', 'indie cafe pop', 'pop']]",0cXRafInOlc1QH519RXltN,68,0.872,0.606,237920,0.478,2.02e-05,7,0.106,-6.035,1,0.0276,77.086,4,0.266
FISHER,Losing It,Losing It,"['FISHER', ['house'], ['redneck', 'roots americana'], ['tribal house', 'vocal house'], ['lilith'], ['adult standards', 'christmas', 'deep adult standards', 'easy listening'], ['dance rock', 'new romantic', 'new wave pop']]",6ho0GyrWZN3mhi9zVRW7xi,76,0.00182,0.76,248036,0.9640000000000001,0.7,2,0.0974,-5.843999999999999,1,0.0576,125.0,4,0.6409999999999999
Morgan Wallen,Chasin' You,If I Know Me,"['Morgan Wallen', ['contemporary country', 'country road', 'deep talent show']]",5MwynWK9s4hlyKHqhkNn4A,65,0.6679999999999999,0.631,205453,0.589,0.0,7,0.111,-5.821000000000001,1,0.0278,97.06700000000001,4,0.48700000000000004
Cardi B,Best Life (feat. Chance The Rapper),Invasion of Privacy,"['Cardi B', ['pop', 'rap']]",00B7TZ0Xawar6NZ00JFomN,66,0.287,0.62,284856,0.625,0.0,9,0.314,-7.438,1,0.5529999999999999,167.91099999999997,4,0.665
The Chainsmokers,Somebody,Sick Boy,"['The Chainsmokers', ['edm', 'electropop', 'pop', 'tropical house']]",0fTiDOXRNEN0lUeYGoSHml,71,0.192,0.32,221987,0.63,0.0,10,0.102,-7.019,0,0.0493,203.44299999999998,4,0.32299999999999995
Joji,WANTED U,BALLADS 1,"['Joji', ['alternative r&b', 'viral pop'], ['japanese traditional'], ['japanese classical performance']]",0Y9D1Bc4fAkeZnVsGKdij6,68,0.105,0.305,251015,0.715,0.0495,7,0.0906,-7.54,1,0.0554,82.977,4,0.29
Panic! At The Disco,Dancing's Not A Crime,Pray For The Wicked,"['Panic! At The Disco', ['emo', 'modern rock', 'pop punk']]",6PFoEnjp0PAe5siGswjH9i,68,0.0375,0.526,219467,0.8909999999999999,0.0,6,0.375,-1.5490000000000002,1,0.0482,94.095,4,0.804
EXO,Love Shot,LOVE SHOT– The 5th Album Repackage,"['EXO', ['k-pop', 'k-pop boy group'], ['k-pop', 'k-pop boy group'], ['k-pop', 'k-pop boy group'], ['chinese idol pop', 'k-pop'], ['african gospel', 'french worship']]",0yB4jrSwN0bFtFRDR5vyMj,74,0.0702,0.6890000000000001,200306,0.6779999999999999,0.0,5,0.0889,-4.287,0,0.11900000000000001,145.88299999999998,4,0.335
Noah Kahan,Hurt Somebody,Hurt Somebody,"['Noah Kahan', ['australian pop', 'electropop', 'folk-pop', 'indie cafe pop', 'modern rock', 'neo mellow', 'pop']]",7apizLyhMRutg3ccXvr2qv,65,0.33799999999999997,0.633,168640,0.5589999999999999,0.0,6,0.262,-5.135,1,0.313,114.98299999999999,4,0.473
Marshmello,Fly,Fly,"['Marshmello', ['brostep', 'egyptian pop', 'progressive electro house']]",2HO0uCyq8jOveEzvmo4JEu,71,0.0006389999999999999,0.63,193778,0.9,0.852,4,0.203,-3.955,1,0.0387,134.988,4,0.155
Fall Out Boy,The Last Of The Real Ones,MANIA,"['Fall Out Boy', ['emo', 'modern rock', 'pop punk']]",6e13443Ve7RGcAUScTgYtl,66,0.00599,0.5760000000000001,230400,0.872,0.0,8,0.188,-5.292999999999999,1,0.0471,115.042,4,0.5589999999999999
Panic! At The Disco,Dying In LA,Pray For The Wicked,"['Panic! At The Disco', ['emo', 'modern rock', 'pop punk']]",18xmRkPWE0sGUzFyNNAAhN,68,0.8759999999999999,0.34600000000000003,229053,0.35,1.98e-06,2,0.0708,-4.988,1,0.0328,126.444,4,0.315
The 1975,Sincerity Is Scary,A Brief Inquiry Into Online Relationships,"['The 1975', ['modern alternative rock', 'nu gaze', 'pop', 'shiver pop']]",6HguG9HRb1Ke1bhihfE4m8,71,0.0509,0.6559999999999999,225956,0.521,4.85e-06,2,0.0791,-5.274,1,0.0302,91.031,4,0.47600000000000003
Jay Rock,Tap Out (feat. Jeremih),Redemption,"['Jay Rock', ['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music', 'underground hip hop'], ['scratch']]",2YaOQzBkhejBu5d4CyGsfS,66,0.105,0.6759999999999999,199960,0.62,0.0,5,0.21100000000000002,-6.343,0,0.0562,100.06,4,0.607
Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,TA13OO,"['Denzel Curry', ['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'trap music', 'underground hip hop']]",2LNMhZ3YijTO7USmqjgJfG,68,0.591,0.794,231333,0.44799999999999995,0.0,10,0.109,-4.771,0,0.0539,120.055,4,0.588
Bad Bunny,RLNDT,X 100PRE,"['Bad Bunny', ['reggaeton', 'trap latino']]",6pZHZndlo57dPCYnvlYFOE,69,0.263,0.6,284853,0.528,0.0,0,0.588,-6.553999999999999,1,0.0308,108.025,4,0.142
Travis Scott,COFFEE BEAN,ASTROWORLD,"['Travis Scott', ['pop', 'pop rap', 'rap']]",6vnfObZ4Ys70SBAtti1xZ9,68,0.0862,0.81,209116,0.5820000000000001,0.006809999999999999,5,0.207,-5.098,0,0.125,95.00399999999999,4,0.503
BTS,Epiphany,Love Yourself 結 'Answer',"['BTS', ['k-pop', 'k-pop boy group']]",7L8hkKW4hnemNfuOfEZcle,72,0.29,0.509,240362,0.5579999999999999,0.0,2,0.131,-6.369,0,0.0276,135.879,4,0.327
Tenille Townes,Somebody's Daughter,Somebody's Daughter,"['Tenille Townes', ['alberta country', 'contemporary country', 'country pop']]",7GW2dqJ13S3UutqzSuvzlR,65,0.00206,0.479,226667,0.8590000000000001,0.0,0,0.12300000000000001,-5.207999999999999,1,0.0395,173.924,4,0.537
Prince Royce,Adicto,Adicto,"['Prince Royce', ['bachata', 'latin', 'latin pop', 'pop', 'tropical']]",4Xqpt53kWML7eTObGxQ43i,72,0.318,0.735,209192,0.762,0.0,2,0.371,-5.547000000000001,0,0.04,116.027,4,0.7
BTS,I'm Fine,Love Yourself 結 'Answer',"['BTS', ['k-pop', 'k-pop boy group']]",0EQMrxdeiBhry9JCxskko3,72,0.00852,0.51,240339,0.8420000000000001,0.0,11,0.34600000000000003,-2.782,0,0.10300000000000001,87.605,4,0.302
George Ezra,Hold My Girl,Staying at Tamara's,"['George Ezra', ['neo-singer-songwriter', 'pop']]",42bbDWZ8WmXTH7PkYAlGLu,77,0.597,0.614,211764,0.527,0.0,10,0.11,-6.374,1,0.0302,121.941,4,0.354
Ariana Grande,the light is coming (feat. Nicki Minaj),Sweetener,"['Ariana Grande', ['dance pop', 'pop', 'post-teen pop']]",0sdbFOyfgAhAhWq8DpzkaW,69,0.0122,0.877,228373,0.547,1.51e-05,7,0.027999999999999997,-5.705,1,0.18,99.03399999999999,4,0.687
Alina Baraz,Electric (feat. Khalid),The Color Of You,"['Alina Baraz', ['alternative r&b', 'electropop', 'etherpop', 'pop', 'r&b']]",2mj7x99sNUsVHPBRK51zlG,67,0.738,0.599,246327,0.396,2.1899999999999997e-05,10,0.102,-10.489,0,0.0392,111.072,4,0.134
Cavetown,Lemon Boy,Lemon Boy,"['Cavetown', ['bedroom pop', 'pop']]",0ZTjo2BjVAicpu6LRusfeg,67,0.184,0.507,272903,0.478,1.62e-06,4,0.0891,-10.054,1,0.0396,139.92700000000002,4,0.318
Denzel Curry,BLACK BALLOONS | 13LACK 13ALLOONZ [FEAT. TWELVE'LEN & GOLDLINK | TWELVE'LEN + GOLDL1NK],TA13OO,"['Denzel Curry', ['dark trap', 'drill', 'hip hop', 'miami hip hop', 'rap', 'trap music', 'underground hip hop']]",5mexbTuWx9d8DPZk4sDGF4,67,0.19399999999999998,0.551,210960,0.725,0.0,1,0.0956,-7.619,0,0.18899999999999997,99.919,4,0.6920000000000001
ZAYN,There You Are,Icarus Falls,"['ZAYN', ['dance pop', 'pop', 'post-teen pop']]",155EsNGoXo7XSVF84oTPam,72,0.0257,0.452,199600,0.685,0.0,0,0.11,-4.828,0,0.0385,76.986,4,0.305
Logic,Ballin,Uncle Drew (Original Motion Picture Soundtrack),"['Logic', ['conscious hip hop', 'dmv rap', 'pop rap', 'rap'], ['experimental hip hop'], ['antiviral pop', 'deep chiptune'], ['alternative metal', 'groove metal', 'industrial metal', 'melodic metalcore', 'nu metal', 'rap rock'], ['abstract hip hop', 'underground rap'], ['redneck']]",17N5FdRwJuv3UXQ7MHnbhF,68,0.0475,0.737,166080,0.8540000000000001,0.0,3,0.0905,-6.414,0,0.221,150.621,4,0.65
Camila Cabello,All These Years,Camila,"['Camila Cabello', ['dance pop', 'pop', 'post-teen pop', 'r&b']]",4XLu3tTSZiPFVC9mmuR6Zp,71,0.609,0.732,164373,0.436,0.0,1,0.10800000000000001,-7.409,0,0.11699999999999999,94.852,4,0.475
